NRIC,year,yearly_income,tax_paid,house_rebate,child_rebate,education_rebate
G5117330B,2016,54000,540,1900,350,1000
G5577097K,2016,90000,330,1700,150,1900
G2908178J,2016,75000,580,2400,1100,5000
G4730542A,2016,92000,310,2400,700,4500
G753205L,2016,97000,470,1000,250,1900
G1963905X,2016,79000,930,500,650,4300
G1566686K,2016,49000,410,2300,950,1800
G2121262B,2016,69000,850,2300,500,3100
G2259718L,2016,49000,790,1100,400,4700
G3961116K,2016,75000,880,1100,250,2400
G2050886A,2016,74000,690,2000,300,3100
G359918X,2016,84000,410,700,150,2600
G4326030B,2016,88000,610,1800,550,600
G1815331A,2016,81000,580,500,1250,1800
G2930797L,2016,83000,930,700,1150,2800
G632098J,2016,87000,480,900,950,4000
G4845593B,2016,97000,420,400,350,3800
G1813187B,2016,74000,610,700,650,2900
G5293426L,2016,74000,760,400,1150,3100
G4673175L,2016,90000,490,1700,1250,1500
G861777K,2016,62000,440,1900,900,600
G3374290L,2016,86000,710,800,1000,2700
G1791244X,2016,74000,410,300,100,2400
G2079310B,2016,53000,430,2100,1250,4800
G3955995J,2016,59000,1000,1600,700,1400
G4812114B,2016,99000,730,1000,750,5000
G3071799L,2016,90000,610,600,100,2600
G3563120L,2016,84000,950,400,500,1900
G4728575A,2016,58000,610,1500,1250,3600
G4560074K,2016,95000,340,2200,850,4500
G1898394K,2016,64000,810,1000,1200,1600
G3602636B,2016,73000,500,2300,750,1400
G4838456B,2016,68000,500,1900,100,1100
G3124022A,2016,72000,770,900,150,5000
G3632832B,2016,92000,970,600,300,1900
G1956074B,2016,45000,450,1700,1150,2700
G2365453L,2016,61000,300,100,1050,200
G611142X,2016,72000,950,600,900,2700
G5519412J,2016,45000,920,900,850,200
G5403266L,2016,54000,640,2500,1050,4600
G293932K,2016,72000,570,1800,50,3000
G3751958J,2016,72000,650,1500,700,4000
G3358677J,2016,83000,990,2200,250,2500
G2123383K,2016,53000,990,2000,850,4900
G4321113A,2016,98000,340,1100,0,100
G4561264A,2016,100000,350,800,1200,2300
G2613323B,2016,64000,860,700,1000,1900
G1218848B,2016,93000,700,0,550,3500
G257946K,2016,99000,960,1500,650,4200
G4772031B,2016,100000,730,1700,1200,1000
G3402127B,2016,71000,370,1900,750,4700
G5229937X,2016,79000,310,0,550,2200
G5215884L,2016,67000,400,2400,600,2000
G3550036L,2016,88000,530,600,300,3900
G369345K,2016,63000,520,1300,200,1200
G2399371K,2016,74000,680,1700,500,3800
G2582886A,2016,96000,800,600,450,3600
G3418401K,2016,65000,460,300,950,3100
G1763952X,2016,85000,980,2400,1250,3400
G4436212B,2016,96000,900,600,850,4400
G4064980K,2016,50000,1000,2100,400,1300
G1756053K,2016,68000,360,1600,1250,2700
G3750478K,2016,86000,690,1200,750,2200
G5242628B,2016,52000,340,1600,1200,4300
G4046802A,2016,58000,570,100,850,4300
G2755593L,2016,76000,590,1400,750,4800
G4156030K,2016,94000,430,1200,600,2600
G2664627L,2016,69000,490,100,450,3600
G3802116J,2016,55000,620,500,500,2100
G915163X,2016,90000,940,200,500,4900
G4697497K,2016,63000,540,300,1250,600
G1675761L,2016,100000,970,1700,700,900
G5395930K,2016,48000,370,700,0,1600
G3631155K,2016,81000,330,800,1050,1400
G3214145K,2016,86000,380,2000,800,4000
G3647943A,2016,64000,750,2500,950,1600
G1833278K,2016,48000,460,1100,750,1400
G505388K,2016,53000,520,1200,350,3000
G3800280A,2016,89000,660,800,900,2400
G938332B,2016,49000,670,1800,150,4300
G647512L,2016,54000,960,2500,1050,1000
G2901287L,2016,84000,860,700,200,2800
G1089820K,2016,86000,870,200,1000,3700
G2055357J,2016,71000,690,1400,400,3800
G3105270K,2016,67000,360,0,500,2600
G5004717L,2016,72000,990,1800,1250,4600
G2680115L,2016,52000,990,1500,50,3100
G2818559A,2016,71000,800,2500,850,3200
G1081174B,2016,45000,570,700,1100,2100
G1536194J,2016,69000,330,2000,1200,4400
G4585013A,2016,58000,580,2200,700,1600
G284195X,2016,48000,400,2300,450,1900
G3504516L,2016,97000,690,500,550,4100
G3795364J,2016,85000,890,2300,100,2600
G2254824K,2016,48000,520,2300,1150,0
G2765017A,2016,77000,640,1000,50,1900
G4166134X,2016,73000,460,1300,1050,3000
G3534603K,2016,67000,990,200,600,5000
G1244210J,2016,99000,440,1200,150,1800
G4040199X,2016,59000,720,1900,1000,1100
G2041697L,2016,79000,410,1800,1250,1600
G2793192J,2016,73000,450,1600,100,3900
G4342820B,2016,74000,380,1700,1000,2000
G5522111L,2016,51000,860,2500,1250,1800
G4912675J,2016,59000,960,0,1250,1600
G5999931L,2016,62000,500,1400,850,4100
G1795988B,2016,90000,690,1100,500,200
G1333990K,2016,63000,340,1700,350,400
G5738743L,2016,67000,480,1200,1200,1100
G2085120J,2016,71000,740,800,250,0
G2310287B,2016,89000,840,1900,750,1400
G1956761J,2016,84000,950,500,1150,2300
G1196695B,2016,48000,640,1200,850,1500
G2833384K,2016,86000,930,1100,500,3900
G5572847J,2016,56000,920,1200,800,1900
G624008K,2016,95000,400,1700,900,3500
G5014627A,2016,85000,620,500,450,2300
G804236K,2016,51000,1000,1500,300,1500
G920237K,2016,49000,550,1600,850,2400
G4213772K,2016,91000,390,100,950,4300
G3706894A,2016,86000,850,2100,750,0
G1024254K,2016,98000,470,900,550,4700
G3693448X,2016,65000,840,1200,250,2700
G1049809L,2016,79000,550,2500,800,4500
G1021676J,2016,82000,480,1500,400,1000
G5377644J,2016,82000,790,2100,1150,3100
G1879125A,2016,78000,970,600,950,3600
G1022812K,2016,85000,990,2100,400,1000
G4775883L,2016,52000,450,1200,200,4200
G4866299K,2016,87000,910,700,1100,1800
G4440708J,2016,72000,720,900,1250,1400
G5382059B,2016,62000,790,900,400,4300
G3604692L,2016,99000,540,300,450,2600
G870054K,2016,67000,590,600,1250,400
G5755326L,2016,83000,830,200,1200,2400
G2664734X,2016,65000,400,1200,350,2000
G1386692L,2016,97000,730,1800,200,1200
G5942947L,2016,48000,940,700,900,1600
G4393559X,2016,97000,520,2100,1000,3100
G1596848K,2016,47000,830,400,300,2500
G4375540L,2016,95000,320,1700,850,2300
G1020490X,2016,56000,700,1100,1000,400
G4767829A,2016,67000,480,1500,1000,3700
G4357838X,2016,70000,880,2500,1250,3600
G748010L,2016,52000,970,2400,400,200
G4998227L,2016,81000,930,1000,50,4700
G2377416X,2016,76000,720,2500,0,2500
G3822859J,2016,71000,470,1400,1100,3700
G2051895L,2016,93000,460,1800,750,2700
G4440602X,2016,92000,350,2400,400,2900
G5785977K,2016,99000,570,700,400,2700
G2564050X,2016,53000,680,600,500,3600
G3420945L,2016,100000,750,1000,1150,3500
G2261265L,2016,92000,890,1800,300,500
G5890509L,2016,75000,960,1600,1200,1200
G4605091J,2016,73000,960,1100,250,2300
G5150651K,2016,45000,910,1900,1000,2600
G4024843K,2016,70000,310,2400,200,1000
G1399874K,2016,66000,640,1600,150,3400
G5616385A,2016,62000,460,1900,200,900
G4623009K,2016,51000,820,1300,1250,2500
G553418J,2016,53000,770,1600,850,4000
G2592951B,2016,73000,620,200,550,2600
G5754991A,2016,77000,520,1000,750,800
G818716J,2016,72000,370,2100,50,4100
G3570550K,2016,66000,550,1600,1100,2600
G2053134B,2016,90000,780,1600,850,4900
G3091960B,2016,76000,410,1300,200,4200
G3345923K,2016,86000,460,2400,150,3100
G5818112A,2016,86000,620,2200,200,2600
G4976669L,2016,83000,730,1100,1100,1300
G1449212L,2016,81000,370,1800,1150,4500
G3539125K,2016,59000,530,600,250,2900
G383365K,2016,81000,960,1400,650,2200
G4149171A,2016,70000,620,1400,1200,4600
G4062210A,2016,63000,740,1700,1050,700
G4153068K,2016,93000,440,700,750,1000
G409415L,2016,56000,790,900,950,4300
G5265389K,2016,98000,560,1600,200,1400
G949250A,2016,100000,520,2500,1050,3000
G550926K,2016,96000,410,1400,1000,4200
G5916336K,2016,56000,360,2400,900,1000
G2191423X,2016,89000,780,400,0,500
G4861425J,2016,94000,470,1100,1000,2600
G4096849J,2016,99000,520,1000,150,3100
G5341782L,2016,45000,980,1100,250,2900
G304598K,2016,82000,700,2100,850,0
G1950427L,2016,55000,860,1100,1200,700
G3856689K,2016,81000,580,1100,1100,2500
G1972019A,2016,50000,940,1000,350,3800
G3102722A,2016,55000,990,200,300,200
G3836411J,2016,93000,410,1000,300,4800
G3736345L,2016,84000,440,1400,1100,2900
G1163078X,2016,59000,940,2400,50,2000
G3557034K,2016,68000,690,1800,450,5000
G1844303L,2016,95000,440,500,400,4700
G2618167A,2016,94000,640,1700,100,1700
G2496639K,2016,98000,610,2100,200,1700
G2089829K,2016,69000,900,500,200,1600
G2852982B,2016,52000,700,2500,700,4200
G281144X,2016,54000,400,1700,1150,3100
G4872734L,2016,71000,870,200,950,2200
G861324K,2016,62000,460,1800,1200,700
G409350L,2016,49000,650,2200,300,300
G2077884K,2016,59000,410,400,450,400
G1478168K,2016,57000,440,2400,700,2400
G3482786X,2016,96000,900,2000,200,3100
G2006277K,2016,79000,780,1900,350,200
G5319712A,2016,70000,790,2100,550,4400
G4368700X,2016,62000,320,2300,1100,2800
G3919175A,2016,59000,820,100,500,300
G1273106X,2016,70000,560,700,1200,1400
G3191212J,2016,94000,970,2100,400,1000
G1011737A,2016,98000,610,1900,1150,900
G2170243K,2016,59000,960,1500,300,4200
G608980B,2016,92000,740,700,900,400
G3234385L,2016,99000,750,1600,400,2200
G5891386J,2016,57000,880,1100,750,2400
G2228854L,2016,61000,900,1700,600,4200
G5897894K,2016,57000,870,100,700,3300
G2914467A,2016,93000,680,0,1000,4700
G3170858X,2016,54000,810,800,800,300
G594459X,2016,98000,300,1800,1100,4800
G3729840K,2016,100000,530,300,500,3500
G1419745J,2016,88000,930,2000,100,1400
G3414049J,2016,84000,680,1300,400,2400
G1067899L,2016,80000,430,2400,850,500
G3691700L,2016,56000,730,2000,500,500
G2324249J,2016,97000,690,200,750,4400
G5886292K,2016,80000,810,1900,700,1500
G1824161K,2016,75000,380,1700,250,4600
G3390255L,2016,75000,330,400,550,1500
G567685L,2016,50000,610,100,1000,2700
G1172797J,2016,53000,420,2300,50,3100
G5675388X,2016,88000,960,1800,800,1000
G3760077X,2016,79000,300,2500,400,4900
G5633005X,2016,96000,460,1800,950,4300
G1470993X,2016,77000,610,300,600,3700
G4203956B,2016,62000,940,1500,200,1100
G5459552K,2016,97000,370,1000,150,3700
G5549550B,2016,89000,340,300,850,3600
G1562134L,2016,47000,600,2400,1000,4200
G3762305A,2016,45000,430,1100,750,4300
G4424083L,2016,91000,460,1500,1150,1500
G4373337X,2016,70000,950,2200,150,3300
G4985136X,2016,66000,890,900,850,4300
G0231165N,2015,40000,400,600,500,1600
G1313453B,2015,81000,840,900,50,0
G3949886J,2015,79000,600,200,200,200
G5426931L,2015,47000,660,2200,1000,4300
G2545794K,2015,91000,840,2200,1000,2200
G4276542L,2015,76000,370,200,200,3500
G3631101A,2015,87000,310,2300,500,1500
G5075847K,2015,48000,650,900,900,0
G2473830A,2015,82000,380,100,200,2800
G2270783K,2015,66000,740,1300,650,900
G1707244L,2015,77000,680,800,550,4700
G944818L,2015,56000,940,900,1100,1400
G4043823B,2015,57000,620,1300,100,4200
G5719219L,2015,48000,620,900,300,1800
G2320006K,2015,92000,520,400,500,2300
G3870869K,2015,98000,790,1700,1050,4200
G1412296X,2015,77000,770,1600,1150,1000
G3892942X,2015,93000,480,2100,900,4500
G5732731B,2015,60000,620,500,500,1300
G1310326L,2015,86000,470,1000,300,1400
G2245764B,2015,53000,760,500,1050,4000
G4430368L,2015,54000,980,900,200,300
G4138950K,2015,45000,630,0,1100,4600
G1716730A,2015,87000,840,1900,200,1100
G3876410X,2015,86000,760,900,100,400
G3147944J,2015,80000,530,1400,150,3200
G5424650B,2015,46000,450,0,250,3600
G5135637L,2015,95000,560,2300,450,4100
G346003A,2015,78000,420,1200,750,400
G401131J,2015,90000,350,1700,250,3600
G2028978J,2015,47000,490,700,1250,500
G657780L,2015,91000,400,1800,50,2800
G4095420B,2015,85000,770,1600,0,3300
G4883714B,2015,84000,310,900,1250,700
G2628497L,2015,49000,640,2300,950,3100
G4566797L,2015,94000,830,300,950,500
G3711472L,2015,73000,700,700,950,1600
G883474K,2015,60000,900,1200,650,3600
G3140663A,2015,51000,670,1000,1150,4000
G1703372K,2015,85000,600,1600,1200,700
G5911904L,2015,70000,550,0,850,200
G2339872B,2015,63000,680,1400,450,3400
G4610833L,2015,87000,410,400,300,300
G3985913B,2015,81000,610,1400,150,4800
G1482562J,2015,62000,430,400,150,600
G695286B,2015,89000,350,1100,450,4600
G4185211L,2015,96000,560,2100,100,5000
G3624412J,2015,83000,580,1000,1100,2300
G2501262B,2015,51000,920,400,900,4300
G3980030X,2015,69000,730,1800,400,3900
G5836988X,2015,93000,860,2400,1000,2000
G4171006X,2015,82000,320,400,50,3600
G3704367J,2015,62000,800,1100,250,4500
G4827770L,2015,63000,460,2200,150,3800
G4123007B,2015,54000,690,1500,800,4000
G3806153A,2015,76000,480,1900,800,4100
G383720L,2015,88000,750,900,850,2600
G5848510L,2015,85000,390,200,200,2100
G2056092L,2015,46000,530,1000,450,4200
G5253431K,2015,98000,590,1100,1050,4900
G3997288L,2015,95000,690,2400,500,0
G4380348J,2015,63000,780,1700,750,1100
G4677015K,2015,70000,630,500,100,2300
G4017000L,2015,54000,1000,1000,300,3300
G636102L,2015,54000,520,1700,850,4100
G5285964A,2015,45000,460,300,1150,3900
G3771894X,2015,59000,700,1200,800,600
G763917K,2015,78000,530,600,500,200
G3157657A,2015,93000,640,900,150,3200
G2940189B,2015,94000,600,2300,750,600
G838096A,2015,98000,800,400,150,4400
G2045092K,2015,69000,560,1700,850,200
G5141015L,2015,100000,740,1500,100,4300
G831308X,2015,92000,720,1800,200,900
G1423705L,2015,55000,460,2300,650,2700
G4650621J,2015,76000,650,1100,950,3700
G4162273L,2015,96000,840,1400,1150,3300
G4307395K,2015,77000,400,300,800,4900
G3960880L,2015,53000,900,2100,50,3300
G4396273A,2015,77000,1000,2500,200,300
G5267399A,2015,82000,340,2500,600,100
G5495894X,2015,66000,300,2500,200,1900
G5779247L,2015,73000,860,700,400,900
G5337818K,2015,62000,370,1800,200,2500
G970240J,2015,64000,410,300,50,3100
G1337132L,2015,64000,680,1800,750,4900
G5359442K,2015,76000,450,1400,350,2600
G1178759K,2015,95000,600,700,150,200
G1368255J,2015,74000,900,700,100,4100
G4467400J,2015,63000,980,800,950,4300
G4345720A,2015,79000,650,2400,200,3800
G1311203K,2015,57000,600,100,450,3100
G5670824B,2015,58000,760,1900,800,1400
G4023277L,2015,77000,620,1200,500,3700
G1759635A,2015,84000,600,900,850,2200
G257144L,2015,70000,550,300,1050,3700
G2244293J,2015,73000,930,900,650,1400
G5887032L,2015,95000,610,1800,750,1400
G5921498K,2015,89000,800,0,750,500
G4816819L,2015,52000,900,2500,750,2800
G3272173K,2015,92000,710,200,200,4600
G3366438J,2015,80000,750,2100,500,2600
G474224X,2015,99000,580,1400,600,1700
G5688557K,2015,60000,950,400,1200,4600
G1703705J,2015,65000,750,2400,750,2200
G1507466L,2015,82000,500,900,300,900
G1012880B,2015,49000,600,2000,1100,5000
G3770185J,2015,68000,360,1200,350,2600
G3680020L,2015,65000,380,800,1150,4500
G5569002K,2015,57000,620,900,750,300
G1692227X,2015,63000,720,100,200,2700
G1688732A,2015,96000,670,400,250,1700
G3376315J,2015,77000,590,1000,750,100
G1586033B,2015,78000,560,2400,700,600
G3366103K,2015,52000,320,1900,350,1600
G1135158J,2015,50000,940,200,1250,600
G5858113L,2015,77000,550,0,800,0
G5204441B,2015,57000,560,0,650,200
G3953061K,2015,83000,550,0,700,2300
G5187962A,2015,65000,320,1700,900,2600
G4614486L,2015,74000,870,300,850,3500
G2158826J,2015,100000,780,1400,1100,3900
G2006988X,2015,58000,570,1900,50,700
G1562479L,2015,51000,560,1300,200,600
G5977812A,2015,75000,850,1600,0,4700
G233706X,2015,76000,870,2500,850,3800
G2001114L,2015,100000,360,2000,550,4500
G4488887B,2015,76000,420,1800,300,1700
G5359292X,2015,65000,580,0,450,1400
G4017540L,2015,58000,740,900,0,2600
G4665402A,2015,88000,590,2000,300,3400
G773085K,2015,89000,530,1700,450,2200
G807821L,2015,63000,700,1900,0,400
G2614105A,2015,72000,630,1400,1200,1100
G295677X,2015,61000,550,2400,1200,3800
G5051031J,2015,84000,390,1200,150,3400
G2745574L,2015,75000,870,1600,550,1100
G1147657L,2015,47000,340,600,700,2400
G970208K,2015,58000,530,800,50,3400
G4980424A,2015,57000,740,400,50,900
G5895901J,2015,67000,550,1600,1050,2500
G5529535B,2015,69000,590,200,50,5000
G3952305L,2015,98000,950,2300,300,2500
G5614051J,2015,97000,370,1500,150,5000
G3665122L,2015,88000,680,1300,1000,0
G3350604K,2015,65000,460,800,900,3700
G2801272L,2015,100000,460,300,850,1700
G1195373J,2015,45000,490,2100,300,2200
G5732730L,2015,60000,690,2200,350,400
G5122335A,2015,70000,590,500,450,700
G5076740B,2015,93000,420,2200,350,4100
G803842K,2015,77000,590,200,300,200
G1819805B,2015,92000,620,500,250,3100
G2313520K,2015,46000,320,1800,750,1200
G3459665L,2015,46000,520,2300,100,4500
G4067829K,2015,96000,570,700,300,1300
G3798892K,2015,91000,650,2000,100,300
G1552532B,2015,56000,800,1600,1250,200
G5353246A,2015,67000,360,500,950,3400
G1977675L,2015,69000,600,1700,400,3500
G2200356L,2015,47000,520,700,250,3700
G400490L,2015,97000,520,2100,900,3600
G4533445X,2015,88000,610,300,950,500
G1174936L,2015,52000,930,1800,400,2800
G5877506L,2015,78000,490,2200,50,4800
G4029170L,2015,71000,650,400,300,5000
G2747619J,2015,90000,540,2100,350,1000
G290846L,2015,53000,650,1200,750,1800
G2054332X,2015,85000,500,2100,300,1200
G1172842A,2015,52000,510,1200,300,1400
G4525882K,2015,100000,620,900,100,500
G379602J,2015,78000,750,1100,1000,4700
G5510726A,2015,91000,460,500,1150,2400
G524086A,2015,70000,980,2500,500,2800
G1371700K,2015,73000,950,600,550,0
G3106999X,2015,76000,460,1900,0,700
G870054L,2015,49000,510,1500,200,4400
G1267967X,2015,89000,440,2000,1150,2500
G4973369A,2015,68000,630,2300,800,2500
G3583326L,2015,70000,770,1900,500,500
G711141L,2015,51000,390,1400,1050,3000
G1844144J,2015,81000,470,2500,450,300
G5714967K,2015,85000,580,1500,1150,4100
G3337826L,2015,75000,920,800,1000,4200
G4341766X,2015,94000,930,200,800,4400
G2904397X,2015,62000,850,1100,550,4100
G5888463L,2015,95000,730,0,900,1000
G2735872L,2015,81000,580,2200,200,1900
G896562K,2015,72000,920,600,600,2100
G3482845K,2015,70000,960,900,400,2600
G2248376L,2015,46000,950,400,950,1800
G2992355X,2015,61000,710,2000,50,4700
G3943723L,2015,49000,510,2000,1000,2500
G5279326L,2015,50000,600,600,100,2100
G2407965J,2015,56000,890,2100,900,4900
G4439391K,2015,80000,320,1000,1150,0
G2736602J,2015,63000,300,2300,350,500
G1377807L,2015,87000,850,2300,600,2300
G4559922L,2015,45000,500,1200,500,2700
G4466444A,2015,48000,610,2000,200,3900
G4944363K,2015,94000,600,2400,550,4800
G1384930X,2015,96000,890,600,0,4300
G4102128K,2015,82000,300,0,250,2000
G717307J,2015,63000,680,1300,850,0
G4475606L,2015,57000,360,800,950,900
G4873965X,2015,89000,660,2300,0,1200
G1305696A,2015,45000,970,1300,650,4100
G1627426A,2015,71000,340,400,1100,3100
G2852825B,2015,92000,420,1700,1000,700
G3227202B,2015,46000,570,1000,1000,700
G2129172L,2015,61000,900,2300,1050,1500
G1224530A,2015,66000,470,1100,1200,4600
G3562895X,2015,79000,920,300,1250,3600
G1450679X,2015,96000,780,1100,400,1900
G1605260L,2015,68000,470,1100,1200,4800
G4970168L,2015,86000,870,1100,1100,2200
G5260915K,2015,71000,900,500,450,1400
G4706323J,2015,52000,700,800,1050,600
G3833250L,2015,78000,430,1700,1200,3700
G4141911L,2015,89000,910,1400,600,4300
G1816284B,2015,45000,670,200,1250,3800
G3769485K,2015,51000,970,700,450,0
G997553L,2015,74000,920,900,300,3400
G1876842X,2015,52000,940,1300,0,4000
G3477092K,2015,56000,940,600,1100,1900
G5048213K,2015,81000,580,1800,350,200
G1839573A,2015,77000,730,1800,900,600
G5298170K,2015,71000,400,2400,550,2300
G1886927K,2015,72000,420,1000,450,3800
G3412143L,2015,51000,700,100,600,600
G4483111L,2015,73000,510,2000,850,300
G1601240B,2015,77000,560,600,150,1600
G4266450L,2015,46000,980,1500,950,700
G2921423K,2015,55000,970,500,500,300
G5027873K,2015,69000,830,0,300,600
G3415039L,2015,45000,860,1500,1000,600
G1369833K,2015,57000,720,2200,1050,3500
G1787147K,2015,89000,500,2100,400,2100
G1041902X,2015,66000,600,1100,1050,4200
G3294467B,2015,53000,900,2400,300,3400
G1086477X,2015,89000,790,500,1050,2400
G4945102K,2015,64000,820,0,550,800
G572903K,2015,61000,890,1900,950,1000
G2509477L,2015,45000,580,700,200,4100
G4486863A,2015,70000,430,600,800,4400
G452112X,2015,51000,640,2100,600,3400
G2938615K,2015,71000,1000,0,1250,1400
G1243705J,2015,78000,430,1300,700,3200
G4604685A,2015,59000,830,2200,200,2800
G2313089X,2015,58000,490,400,1250,4500
G5783776K,2015,88000,690,2100,650,3700
G2848643B,2015,73000,440,1500,1250,3400
G2447571K,2015,60000,350,2500,750,0
G3229637K,2015,90000,820,700,900,3800
G4190028L,2015,93000,610,0,850,2500
G1183327K,2015,56000,970,1400,1200,2900
G5664699J,2015,75000,340,2300,500,3500
G2849787A,2015,87000,700,100,100,100
G982849L,2015,72000,600,2000,1200,3000
G440031K,2015,99000,540,1800,50,4700
G1841333X,2015,73000,720,2000,550,4500
G2529236L,2015,91000,780,1700,950,700
G1668457K,2015,55000,980,1200,0,3800
G1743330A,2015,89000,810,2300,1000,1800
G4322700K,2015,46000,900,1700,850,1900
G5065583L,2015,84000,770,0,200,2200
G1717232K,2015,58000,600,2200,100,4200
G831223J,2015,57000,700,1300,1250,3700
G1304501B,2015,99000,460,1400,100,2100
G5373262L,2015,54000,650,1000,550,3300
G1693520L,2015,61000,370,1600,1050,1600
G5759395J,2015,85000,890,1900,1150,700
G4526230X,2015,46000,450,1200,1200,2600
G2495572L,2015,73000,980,1400,0,2900
G2753663A,2015,58000,790,2000,100,4000
G5967678X,2015,88000,720,1100,300,2800
G311328X,2015,99000,870,1100,200,3100
G5475234K,2015,65000,560,2500,1000,400
G5088236J,2015,53000,380,1000,600,900
G1254406X,2015,84000,390,2400,450,0
